Unnamed: 0,Plate_ID,Row,Col,New_ID,Golden_Gate_Enzyme,Payload_Name,PTag_1_ID,PTag_2_ID,Oralgen Gene ID,GI,Locus,VIMSS (MicrobesOnline #),GeneID,colony_growth,liquid_growth,quivey_successful,quivey_essential,RawMaxOD,TimeMaxOD,PredVMax,TimePredVMax,PassColony,PassLiquid,PassMaxOD,PassTimeMaxOD,PassVMax,PassTimeVMax,PassAll,Pass5,Pass4,Pass3
209,3,B,3,SMU_181,BsaI,Payload_2,Tag_3,Tag_119,164,24378695.0,SMU.181,VIMSS294998,1029752.0,N,Y,N,?,0.103,3.00333,3.3634366511033205e-20,1.00333,False,True,False,False,False,False,False,False,False,False
248,3,A,8,SMU_218,BsaI,Payload_2,Tag_102,Tag_154,198,24378729.0,SMU.218,VIMSS295032,1027818.0,N,Y,N,?,0.101,16.75333,8.63449671329618e-25,1.00333,False,True,False,True,False,False,False,False,False,False
279,3,H,11,SMU_243,BsaI,Payload_2,Tag_31,Tag_115,221,24378752.0,SMU.243,VIMSS295055,1029470.0,Y,N,Y,N,1.026,24.00333,0.219109902122736,22.65333,True,False,True,True,True,False,False,False,True,True
280,3,A,12,SMU_244,BsaI,Payload_2,Tag_43,Tag_166,222,24378753.0,SMU.244,VIMSS295056,1027840.0,N,N,Y,N,0.171,24.00333,0.02523371291575,23.75333,False,False,False,True,False,False,False,False,False,False
281,3,B,12,SMU_245,BsaI,Payload_2,Tag_34,Tag_39,223,24378754.0,SMU.245,VIMSS295057,1027843.0,Y,N,Y,N,1.813,21.50306,0.307202409420937,15.38333,True,False,True,True,True,True,False,True,True,True
282,3,C,12,SMU_246,BsaI,Payload_2,Tag_78,Tag_111,224,24378755.0,SMU.246,VIMSS295058,1027812.0,Y,N,Y,N,0.104,2.25333,3.716673949132781e-15,1.00333,True,False,False,False,False,False,False,False,False,False
337,4,B,7,SMU_291,BsaI,Payload_2,Tag_15,Tag_55,263,24378794.0,SMU.291,VIMSS295097,1029437.0,N,N,N,Y,0.103,6.75333,2.21952144844467e-14,1.00333,False,False,False,False,False,False,False,False,False,False
344,4,A,8,SMU_297,BsaI,Payload_2,Tag_59,Tag_83,269,24378800.0,SMU.297,VIMSS295103,1029369.0,N,N,N,Y,0.1,10.75333,2.326244076136741e-21,1.00333,False,False,False,True,False,False,False,False,False,False
356,4,E,9,SMU_307,BsaI,Payload_2,Tag_47,Tag_155,278,24378809.0,SMU.307,VIMSS295112,1029442.0,N,N,N,Y,0.126,3.50333,1.52458377536105e-18,1.00333,False,False,False,False,False,False,False,False,False,False
366,4,G,10,SMU_317,BsaI,Payload_2,Tag_63,Tag_159,286,24378817.0,SMU.317,VIMSS295120,1027882.0,N,N,Y,N,0.115,6.50333,1.13218910163067e-21,1.00333,False,False,False,False,False,False,False,False,False,False
372,4,E,11,SMU_322c,BsaI,Payload_1,Tag_32,Tag_183,290,24378821.0,SMU.322c,VIMSS295124,1029376.0,Y,N,Y,N,1.61,23.50306,0.287654896790848,18.15333,True,False,True,True,True,True,False,True,True,True
373,4,F,11,SMU_323,BsaI,Payload_1,Tag_18,Tag_183,291,,,,,N,N,N,Y,0.12,3.50333,3.76484651596262e-14,1.00333,False,False,False,False,False,False,False,False,False,False
388,5,E,1,SMU_336,BbsI,Payload_4,Tag_37,Tag_178,303,24378834.0,SMU.336,VIMSS295137,1027891.0,N,N,N,?,0.097,15.25306,2.14309811186239e-16,1.00306,False,False,False,True,False,False,False,False,False,False
393,5,B,2,SMU_340,BsaI,Payload_2,Tag_24,Tag_93,307,24378838.0,SMU.340,VIMSS295141,1027896.0,N,N,N,Y,0.1,2.75306,4.85042082039254e-16,1.00306,False,False,False,False,False,False,False,False,False,False
405,5,F,3,SMU_352,BsaI,Payload_2,Tag_107,Tag_137,318,24378849.0,SMU.352,VIMSS295152,1029440.0,N,N,Y,N,0.107,22.75306,8.432188160930789e-22,1.00306,False,False,False,True,False,False,False,False,False,False
406,5,G,3,SMU_353,BsaI,Payload_2,Tag_62,Tag_167,319,24378850.0,SMU.353,VIMSS295153,1029049.0,N,N,Y,N,0.103,13.50306,9.06043861525468e-17,1.00306,False,False,False,True,False,False,False,False,False,False
411,5,D,4,SMU_357,PaqCI,Payload_8,Tag_27,Tag_95,323,24378854.0,SMU.357,VIMSS295157,1027907.0,N,N,N,Y,0.098,2.75306,1.65559722794102e-21,1.00306,False,False,False,False,False,False,False,False,False,False
412,5,E,4,SMU_358,BsaI,Payload_2,Tag_26,Tag_189,324,24378855.0,SMU.358,VIMSS295158,1029529.0,N,N,Y,N,1.545,23.00306,0.343112241477527,18.19306,False,False,True,True,True,True,False,False,True,True
413,5,F,4,SMU_359,BsaI,Payload_2,Tag_89,Tag_122,325,24378856.0,SMU.359,VIMSS295159,1027906.0,N,N,N,?,0.102,2.75306,2.3565887413322002e-21,1.00306,False,False,False,False,False,False,False,False,False,False
415,5,H,4,SMU_360,BsaI,Payload_2,Tag_112,Tag_129,326,24378857.0,SMU.360,VIMSS295160,1027909.0,N,N,N,Y,0.095,3.50333,4.444633066528301e-16,1.00306,False,False,False,False,False,False,False,False,False,False
417,5,B,5,SMU_361,BsaI,Payload_2,Tag_6,Tag_86,327,24378858.0,SMU.361,VIMSS295161,1029506.0,N,N,N,?,0.1,7.75306,6.07560294884985e-14,1.00306,False,False,False,True,False,False,False,False,False,False
420,5,E,5,SMU_363,BsaI,Payload_2,Tag_171,Tag_191,329,24378860.0,SMU.363,VIMSS295163,1027911.0,N,Y,Y,N,1.422,13.00306,0.40231224484134,7.39306,False,True,True,True,True,True,False,True,True,True
421,5,F,5,SMU_364,BsaI,Payload_2,Tag_166,Tag_192,330,24378861.0,SMU.364,VIMSS295164,1029365.0,N,N,N,?,1.37,24.00306,0.348746068047727,22.39306,False,False,True,True,True,False,False,False,False,False
425,5,B,6,SMU_368c,BsaI,Payload_1,Tag_61,Tag_183,334,24378865.0,SMU.368c,VIMSS295168,1029401.0,N,N,Y,N,0.104,1.50306,1.8473201583210403e-15,1.00306,False,False,False,False,False,False,False,False,False,False
426,5,C,6,SMU_369c,BsaI,Payload_1,Tag_32,Tag_34,335,24378866.0,SMU.369c,VIMSS295169,1027914.0,N,N,Y,N,1.172,24.00306,0.213049156102525,19.72306,False,False,True,True,True,True,False,False,True,True
478,5,G,12,SMU_417,BsaI,Payload_2,Tag_167,Tag_177,380,24378910.0,SMU.417,VIMSS295213,1027942.0,N,Y,Y,N,1.52,16.50306,0.187152189012215,11.43306,False,True,True,True,True,True,False,True,True,True
479,5,H,12,SMU_418,BsaI,Payload_2,Tag_42,Tag_55,381,24378911.0,SMU.418,VIMSS295214,1029573.0,N,N,N,?,0.084,3.00333,-8.560910062987271e-21,1.00306,False,False,False,False,False,False,False,False,False,False
480,6,A,1,SMU_419,BsaI,Payload_2,Tag_4,Tag_115,382,24378912.0,SMU.419,VIMSS295215,1027940.0,N,N,N,Y,0.086,7.50333,0.0,1.00333,False,False,False,True,False,False,False,False,False,False
481,6,B,1,SMU_420,BsaI,Payload_2,Tag_179,Tag_185,383,24378913.0,SMU.420,VIMSS295216,1027943.0,N,?,Y,N,1.613,23.25333,0.339898342755211,18.46333,False,False,True,True,True,True,False,False,True,True
482,6,C,1,SMU_421,BsaI,Payload_2,Tag_5,Tag_115,384,24378914.0,SMU.421,VIMSS295217,1029572.0,N,N,N,Y,0.098,22.50361,8.00774377804235e-22,1.00333,False,False,False,True,False,False,False,False,False,False
507,6,D,4,SMU_441,BsaI,Payload_2,Tag_27,Tag_182,402,24378931.0,SMU.441,VIMSS295234,1027951.0,N,N,Y,N,0.105,11.00333,3.03776947332303e-28,1.00333,False,False,False,True,False,False,False,False,False,False
510,6,G,4,SMU_445,PaqCI,Payload_8,Tag_87,Tag_134,405,24378934.0,SMU.445,VIMSS295237,1027904.0,?,N,Y,N,0.105,3.00333,1.6376721794982e-12,1.00333,False,False,False,False,False,False,False,False,False,False
519,6,H,5,SMU_454,BsaI,Payload_2,Tag_111,Tag_117,413,24378942.0,SMU.454,VIMSS295245,1029345.0,N,N,N,Y,0.096,4.50333,1.64071389599244e-17,1.00333,False,False,False,False,False,False,False,False,False,False
520,6,A,6,SMU_455,BsaI,Payload_2,Tag_43,Tag_80,414,24378943.0,SMU.455,VIMSS295246,1028367.0,N,N,Y,N,0.095,7.75333,6.89876038968211e-15,1.00333,False,False,False,True,False,False,False,False,False,False
521,6,B,6,SMU_456,BsaI,Payload_2,Tag_80,Tag_177,415,24378944.0,SMU.456,VIMSS295247,1027963.0,N,N,N,Y,0.102,6.75333,1.13662465372448e-19,1.00333,False,False,False,False,False,False,False,False,False,False
531,6,D,7,SMU_464,BsaI,Payload_2,Tag_13,Tag_143,423,24378952.0,SMU.464,VIMSS295255,1029339.0,N,N,N,Y,0.102,5.25333,5.2524e-320,1.00333,False,False,False,False,False,False,False,False,False,False
532,6,E,7,SMU_465,BsaI,Payload_2,Tag_120,Tag_146,424,24378953.0,SMU.465,VIMSS295256,1027968.0,N,N,N,Y,0.104,2.50333,1.53077872973744e-21,1.00333,False,False,False,False,False,False,False,False,False,False
534,6,G,7,SMU_467,BbsI,Payload_3,Tag_158,Tag_162,426,,,,,N,N,N,?,0.105,4.25333,4.15987572082782e-23,1.00333,False,False,False,False,False,False,False,False,False,False
535,6,H,7,SMU_469,BsaI,Payload_1,Tag_54,Tag_164,427,,,,,N,N,N,?,0.096,5.75333,1.3052293281309401e-17,1.00333,False,False,False,False,False,False,False,False,False,False
537,6,B,8,SMU_471,BsaI,Payload_2,Tag_38,Tag_47,429,24378958.0,SMU.471,VIMSS295261,1027965.0,N,N,N,Y,0.106,5.25333,3.62675467908791e-14,1.00333,False,False,False,False,False,False,False,False,False,False
544,6,A,9,SMU_478,BsaI,Payload_2,Tag_70,Tag_149,434,24378963.0,SMU.478,VIMSS295266,1029597.0,N,N,N,?,0.098,2.75333,4.31886103249746e-22,1.00333,False,False,False,False,False,False,False,False,False,False
547,6,D,9,SMU_481,BsaI,Payload_2,Tag_80,Tag_141,437,24378966.0,SMU.481,VIMSS295269,1029600.0,N,N,N,Y,0.109,3.25333,5.05215172155353e-27,1.00333,False,False,False,False,False,False,False,False,False,False
573,6,F,12,SMU_504,BsaI,Payload_2,Tag_17,Tag_56,459,24378988.0,SMU.504,VIMSS295291,1027994.0,N,N,N,?,0.101,18.75333,2.22876500351457e-17,1.00333,False,False,False,True,False,False,False,False,False,False
588,7,E,2,SMU_516,BsaI,Payload_2,Tag_134,Tag_136,470,24378999.0,SMU.516,VIMSS295302,1029343.0,N,N,N,Y,0.106,6.75333,1.16489178222284e-19,1.00333,False,False,False,False,False,False,False,False,False,False
589,7,F,2,SMU_517,BsaI,Payload_2,Tag_38,Tag_153,471,24379000.0,SMU.517,VIMSS295303,1027832.0,N,N,Y,N,0.108,6.75333,1.15013944595007e-15,1.00333,False,False,False,False,False,False,False,False,False,False
614,7,G,5,SMU_540,BsaI,Payload_2,Tag_73,Tag_135,493,24379022.0,SMU.540,VIMSS295325,1028018.0,N,N,Y,N,0.109,4.00333,1.07704727884139e-13,1.00333,False,False,False,False,False,False,False,False,False,False
622,7,G,6,SMU_548,BbsI,Payload_4,Tag_9,Tag_105,500,24379029.0,SMU.548,VIMSS295332,1029595.0,N,N,Y,N,0.108,4.00333,2.2291689663952302e-24,1.00333,False,False,False,False,False,False,False,False,False,False
625,7,B,7,SMU_551,BsaI,Payload_2,Tag_18,Tag_76,503,24379032.0,SMU.551,VIMSS295335,1029599.0,N,N,Y,N,0.105,4.50333,4.50310721526008e-18,1.00333,False,False,False,False,False,False,False,False,False,False
626,7,C,7,SMU_552,BsaI,Payload_2,Tag_61,Tag_120,504,24379033.0,SMU.552,VIMSS295336,1028023.0,N,N,Y,N,0.11,5.25333,2.96339010909382e-21,1.00333,False,False,False,False,False,False,False,False,False,False
633,7,B,8,SMU_558,BsmBI/Esp3I,Payload_6,Tag_93,Tag_180,510,24379039.0,SMU.558,VIMSS295342,1028027.0,N,N,N,?,0.109,5.50333,2.74647767930284e-20,1.00333,False,False,False,False,False,False,False,False,False,False
641,7,B,9,SMU_565c,BbsI,Payload_3,Tag_1,Tag_56,516,24379045.0,SMU.565c,VIMSS295348,1028030.0,N,N,N,?,0.108,3.25333,2.38470874120584e-19,1.00333,False,False,False,False,False,False,False,False,False,False
661,7,F,11,SMU_584,BsaI,Payload_2,Tag_85,Tag_150,533,24379062.0,SMU.584,VIMSS295365,1029389.0,N,N,N,?,0.117,19.50333,1.14346205882324e-21,1.00333,False,False,False,True,False,False,False,False,False,False
667,7,D,12,SMU_589,BsaI,Payload_2,Tag_135,Tag_152,538,24379067.0,SMU.589,VIMSS295370,1028043.0,N,N,N,?,0.106,16.25333,2.1008664933369e-16,1.00333,False,False,False,True,False,False,False,False,False,False
676,8,E,1,SMU_596,BsaI,Payload_2,Tag_96,Tag_105,545,24379074.0,SMU.596,VIMSS295377,1029590.0,N,N,N,?,0.103,5.25306,1.35991484747173e-21,1.00333,False,False,False,False,False,False,False,False,False,False
679,8,H,1,SMU_598,BsaI,Payload_2,Tag_29,Tag_181,547,24379076.0,SMU.598,VIMSS295379,1028050.0,N,N,Y,N,0.085,1.00333,-3.56798101584517e-24,1.00333,False,False,False,False,False,False,False,False,False,False
681,8,B,2,SMU_599,BsaI,Payload_2,Tag_41,Tag_136,548,24379077.0,SMU.599,VIMSS295380,1029384.0,N,N,N,?,0.103,1.25306,4.86996984651549e-20,1.00333,False,False,False,False,False,False,False,False,False,False
685,8,F,2,SMU_603,BsaI,Payload_2,Tag_107,Tag_124,551,24379080.0,SMU.603,VIMSS295383,1028382.0,N,N,N,?,0.105,3.25306,1.56265366808694e-16,1.00333,False,False,False,False,False,False,False,False,False,False
694,8,G,3,SMU_610,BsaI,Payload_2,Tag_47,Tag_79,558,24379087.0,SMU.610,VIMSS295390,1028055.0,N,Y,Y,N,1.541,11.75306,0.365740839640072,6.86333,False,True,True,True,True,True,False,True,True,True
713,8,B,6,SMU_628,BsaI,Payload_2,Tag_26,Tag_73,572,24379101.0,SMU.628,VIMSS295404,1029584.0,N,N,N,Y,0.101,4.75333,1.29222394520415e-17,1.00333,False,False,False,False,False,False,False,False,False,False
714,8,C,6,SMU_629,BbsI,Payload_4,Tag_41,Tag_111,573,24379102.0,SMU.629,VIMSS295405,1029605.0,N,N,Y,N,1.209,21.00333,0.315713526480665,18.53333,False,False,True,True,True,True,False,False,True,True
742,8,G,9,SMU_650,BsaI,Payload_2,Tag_83,Tag_145,594,24379123.0,SMU.650,VIMSS295426,1029360.0,N,N,N,?,0.106,5.50333,2.14584077314789e-14,1.00333,False,False,False,False,False,False,False,False,False,False
763,8,D,12,SMU_667,BbsI,Payload_3,Tag_133,Tag_157,611,,,,,N,N,N,Y,0.102,7.00306,2.91080326286059e-16,1.00333,False,False,False,True,False,False,False,False,False,False
765,8,F,12,SMU_668c,BsaI,Payload_1,Tag_48,Tag_102,612,24379141.0,SMU.668c,VIMSS295444,1029366.0,N,N,N,?,0.105,5.25306,4.153736134332711e-15,1.00333,False,False,False,False,False,False,False,False,False,False
766,8,G,12,SMU_669c,BsaI,Payload_1,Tag_41,Tag_95,613,24379142.0,SMU.669c,VIMSS295445,1028087.0,N,N,N,?,0.106,5.75333,4.30707775380849e-17,1.00333,False,False,False,False,False,False,False,False,False,False
773,9,F,1,SMU_674,BsaI,Payload_2,Tag_101,Tag_120,618,24379147.0,SMU.674,VIMSS295450,1029475.0,N,N,N,?,0.101,19.25528,1.0626089773402702e-15,1.00333,False,False,False,True,False,False,False,False,False,False
774,9,G,1,SMU_675,BsaI,Payload_2,Tag_40,Tag_124,619,24379148.0,SMU.675,VIMSS295451,1028092.0,N,N,N,Y,0.103,23.50306,2.4212025957507306e-21,1.00333,False,False,False,True,False,False,False,False,False,False
776,9,A,2,SMU_676,BsaI,Payload_2,Tag_86,Tag_187,620,24379149.0,SMU.676,VIMSS295452,1028095.0,N,N,N,?,0.097,2.75333,2.55857981354841e-20,1.00333,False,False,False,False,False,False,False,False,False,False
800,9,A,5,SMU_697,BsaI,Payload_2,Tag_14,Tag_125,639,24379168.0,SMU.697,VIMSS295471,1027826.0,N,N,Y,N,0.108,16.00306,4.42867581747943e-18,1.00333,False,False,False,True,False,False,False,False,False,False
801,9,B,5,SMU_698,BsaI,Payload_2,Tag_35,Tag_115,640,24379169.0,SMU.698,VIMSS295472,1028110.0,N,N,Y,N,0.111,2.75333,7.15092279642545e-74,1.00333,False,False,False,False,False,False,False,False,False,False
802,9,C,5,SMU_699,BsaI,Payload_2,Tag_23,Tag_132,641,24379170.0,SMU.699,VIMSS295473,1028113.0,N,N,N,Y,0.109,2.25306,1.16672689355831e-20,1.00333,False,False,False,False,False,False,False,False,False,False
809,9,B,6,SMU_706c,BsaI,Payload_1,Tag_101,Tag_172,647,24379176.0,SMU.706c,VIMSS295479,1028115.0,N,Y,Y,N,1.533,15.25306,0.275839318399878,9.53333,False,True,True,True,True,True,False,True,True,True
814,9,G,6,SMU_712,BsaI,Payload_2,Tag_20,Tag_186,651,24379180.0,SMU.712,VIMSS295483,1027829.0,N,N,Y,N,0.106,4.00306,3.12439722902839e-21,1.00333,False,False,False,False,False,False,False,False,False,False
816,9,A,7,SMU_713,BsaI,Payload_2,Tag_53,Tag_122,652,24379181.0,SMU.713,VIMSS295484,1028117.0,N,N,N,Y,0.105,2.00333,2.12006534996202e-17,1.00333,False,False,False,False,False,False,False,False,False,False
818,9,C,7,SMU_714,BsaI,Payload_2,Tag_85,Tag_180,653,24379182.0,SMU.714,VIMSS295485,1028120.0,N,N,N,Y,0.11,2.75333,1.01932679367091e-16,1.00333,False,False,False,False,False,False,False,False,False,False
820,9,E,7,SMU_715,BsaI,Payload_2,Tag_73,Tag_156,654,24379183.0,SMU.715,VIMSS295486,1028119.0,N,N,N,?,0.149,16.00306,0.0134424748317317,1.00333,False,False,False,True,False,False,False,False,False,False
822,9,G,7,SMU_716,BsaI,Payload_1,Tag_139,Tag_160,655,,,,,N,N,N,Y,0.111,4.00306,2.98527832601149e-21,1.00333,False,False,False,False,False,False,False,False,False,False
823,9,H,7,SMU_717,BsaI,Payload_1,Tag_93,Tag_136,656,,,,,N,N,N,Y,0.099,11.25306,1.28034530887201e-20,1.00333,False,False,False,True,False,False,False,False,False,False
824,9,A,8,SMU_718c,BsaI,Payload_1,Tag_100,Tag_179,657,24379186.0,SMU.718c,VIMSS295489,1029562.0,N,N,N,?,0.112,5.50333,7.662280048912729e-18,1.00333,False,False,False,False,False,False,False,False,False,False
830,9,G,8,SMU_723,BsaI,Payload_2,Tag_3,Tag_96,662,24379191.0,SMU.723,VIMSS295494,1028127.0,N,N,Y,N,0.111,13.25333,4.8209214638528404e-23,1.00333,False,False,False,True,False,False,False,False,False,False
862,9,G,12,SMU_754,BsaI,Payload_2,Tag_104,Tag_179,687,24379216.0,SMU.754,VIMSS295519,1028140.0,N,N,Y,N,0.104,2.25306,4.42793815663241e-21,1.00333,False,False,False,False,False,False,False,False,False,False
883,10,D,3,SMU_773c,BsaI,Payload_1,Tag_149,Tag_150,703,24379232.0,SMU.773c,VIMSS295535,1028164.0,N,N,Y,N,0.703,24.00333,0.3025890179876,23.75333,False,False,True,True,True,False,False,False,False,False
888,10,A,4,SMU_776,BsaI,Payload_2,Tag_75,Tag_183,706,24379235.0,SMU.776,VIMSS295538,1028166.0,N,?,N,?,0.423,24.00333,0.160986570792317,23.75333,False,False,True,True,True,False,False,False,False,False
889,10,B,4,SMU_777,BsaI,Payload_2,Tag_58,Tag_114,707,24379236.0,SMU.777,VIMSS295539,1028165.0,N,N,Y,N,0.179,18.25333,0.0081389271361333,1.00333,False,False,False,True,False,False,False,False,False,False
890,10,C,4,SMU_778,BsaI,Payload_2,Tag_21,Tag_135,708,24379237.0,SMU.778,VIMSS295540,1028162.0,N,N,Y,N,0.105,4.25361,9.837091388693633e-15,1.00333,False,False,False,False,False,False,False,False,False,False
891,10,D,4,SMU_779,BsaI,Payload_2,Tag_32,Tag_134,709,24379238.0,SMU.779,VIMSS295541,1028167.0,N,N,N,Y,0.107,4.00333,1.82659301881544e-19,1.00333,False,False,False,False,False,False,False,False,False,False
892,10,E,4,SMU_780,BbsI,Payload_4,Tag_141,Tag_168,710,24379239.0,SMU.780,VIMSS295542,1028053.0,N,N,Y,N,0.284,20.00333,0.0127125040922996,1.00333,False,False,True,True,False,False,False,False,False,False
893,10,F,4,SMU_781,BbsI,Payload_4,Tag_7,Tag_40,711,24379240.0,SMU.781,VIMSS295543,1028052.0,N,N,N,Y,0.107,4.00333,7.45175638801111e-29,1.00333,False,False,False,False,False,False,False,False,False,False
895,10,H,4,SMU_784,BsaI,Payload_2,Tag_17,Tag_78,713,24379242.0,SMU.784,VIMSS295545,1028169.0,N,N,N,Y,0.167,24.00333,0.0244074238451148,23.75333,False,False,False,True,False,False,False,False,False,False
896,10,A,5,SMU_785,BsaI,Payload_2,Tag_63,Tag_108,714,24379243.0,SMU.785,VIMSS295546,1028168.0,N,N,Y,N,0.099,3.25361,3.85484679357695e-21,1.00333,False,False,False,False,False,False,False,False,False,False
914,10,C,7,SMU_800,BsaI,Payload_2,Tag_25,Tag_37,728,24379257.0,SMU.800,VIMSS295560,1028185.0,N,N,N,Y,0.366,15.00361,0.012876729492504,1.00333,False,False,True,True,False,False,False,False,False,False
915,10,D,7,SMU_801,BsaI,Payload_2,Tag_171,Tag_182,729,347750432.0,SMU.801,VIMSS295561,1028184.0,N,N,N,Y,0.108,4.25361,1.4190565566782101e-19,1.00333,False,False,False,False,False,False,False,False,False,False
936,10,A,10,SMU_818,BsaI,Payload_2,Tag_158,Tag_185,744,24379273.0,SMU.818,VIMSS295576,1028190.0,N,N,N,?,0.102,5.00361,5.08265497263067e-19,1.00333,False,False,False,False,False,False,False,False,False,False
939,10,D,10,SMU_821,BsaI,Payload_2,Tag_38,Tag_71,747,24379276.0,SMU.821,VIMSS295579,1029488.0,N,N,N,Y,0.115,17.25361,6.51689781477823e-18,1.00333,False,False,False,True,False,False,False,False,False,False
940,10,E,10,SMU_822,BsaI,Payload_2,Tag_50,Tag_129,748,24379277.0,SMU.822,VIMSS295580,1028204.0,N,N,N,?,0.112,4.75361,1.3934430568259e-15,1.00333,False,False,False,False,False,False,False,False,False,False
943,10,H,10,SMU_824,BsaI,Payload_2,Tag_35,Tag_162,750,24379279.0,SMU.824,VIMSS295582,1028200.0,N,N,N,?,0.105,17.25361,9.02079864731156e-18,1.00333,False,False,False,True,False,False,False,False,False,False
944,10,A,11,SMU_825,BsaI,Payload_2,Tag_100,Tag_185,751,24379280.0,SMU.825,VIMSS295583,1028205.0,N,?,Y,N,0.18,24.00333,0.0300133071937003,23.75333,False,False,False,True,False,False,False,False,False,False
945,10,B,11,SMU_826,BsaI,Payload_2,Tag_16,Tag_172,752,24379281.0,SMU.826,VIMSS295584,1028203.0,?,N,Y,N,0.108,8.00361,1.8975377352852e-25,1.00333,False,False,False,True,False,False,False,False,False,False
946,10,C,11,SMU_827,BsaI,Payload_2,Tag_17,Tag_146,753,24379282.0,SMU.827,VIMSS295585,1028198.0,N,N,N,Y,0.113,16.75333,4.95027718344999e-19,1.00333,False,False,False,True,False,False,False,False,False,False
947,10,D,11,SMU_828,BsaI,Payload_2,Tag_34,Tag_93,754,24379283.0,SMU.828,VIMSS295586,1028207.0,N,N,N,Y,0.116,4.25361,8.81291454101373e-28,1.00333,False,False,False,False,False,False,False,False,False,False
948,10,E,11,SMU_829,BsaI,Payload_2,Tag_24,Tag_183,755,24379284.0,SMU.829,VIMSS295587,1029496.0,N,N,Y,N,0.113,2.00361,1.77917236598434e-14,1.00333,False,False,False,False,False,False,False,False,False,False
967,11,H,1,SMU_847c,BsaI,Payload_1,Tag_15,Tag_103,772,24379301.0,SMU.847c,VIMSS295604,1028220.0,N,N,N,?,0.549,24.00306,0.238786527438833,23.75306,False,False,True,True,True,False,False,False,False,False
968,11,A,2,SMU_846,BsaI,Payload_2,Tag_50,Tag_52,773,24379302.0,SMU.846,VIMSS295605,1028218.0,N,N,N,Y,0.107,9.75278,-5.36939372245085e-46,1.00306,False,False,False,True,False,False,False,False,False,False
969,11,B,2,SMU_848,BsaI,Payload_2,Tag_142,Tag_192,774,24379303.0,SMU.848,VIMSS295606,1028217.0,N,N,N,Y,0.11,22.25306,3.3393212045267e-15,1.00306,False,False,False,True,False,False,False,False,False,False
970,11,C,2,SMU_849,BsaI,Payload_2,Tag_27,Tag_53,775,24379304.0,SMU.849,VIMSS295607,1028224.0,N,N,N,?,0.11,5.00306,7.15663751786027e-20,1.00306,False,False,False,False,False,False,False,False,False,False
991,11,H,4,SMU_865,BsaI,Payload_2,Tag_13,Tag_115,790,24379319.0,SMU.865,VIMSS295622,1028234.0,N,N,Y,N,0.103,2.25306,2.12641817825341e-25,1.00306,False,False,False,False,False,False,False,False,False,False
994,11,C,5,SMU_868,BsaI,Payload_2,Tag_93,Tag_111,793,24379322.0,SMU.868,VIMSS295625,1028237.0,?,N,N,Y,0.523,24.00306,0.198656581663234,23.75306,False,False,True,True,True,False,False,False,False,False
1030,11,G,9,SMU_901,BsaI,Payload_2,Tag_93,Tag_166,824,24379353.0,SMU.901,VIMSS295656,1028262.0,N,N,N,Y,0.103,24.00306,9.897006848819952e-15,1.00306,False,False,False,True,False,False,False,False,False,False
1065,12,B,2,SMU_937,BsaI,Payload_2,Tag_20,Tag_90,852,24379381.0,SMU.937,VIMSS295684,1028291.0,?,N,N,?,0.102,7.25333,1.0343677926218602e-15,1.00333,False,False,False,True,False,False,False,False,False,False
1066,12,C,2,SMU_938,BsaI,Payload_2,Tag_94,Tag_190,853,24379382.0,SMU.938,VIMSS295685,1028289.0,N,N,Y,N,0.097,1.25333,-1.89824806923438e-24,1.00333,False,False,False,False,False,False,False,False,False,False
1067,12,D,2,SMU_939,BsaI,Payload_2,Tag_14,Tag_35,854,24379383.0,SMU.939,VIMSS295686,1028286.0,N,N,N,?,0.102,19.00306,5.30797042626444e-26,1.00333,False,False,False,True,False,False,False,False,False,False
1071,12,H,2,SMU_942,BsaI,Payload_1,Tag_53,Tag_137,857,,,,,N,N,N,?,0.099,1.25333,-2.2946674725911303e-15,1.00333,False,False,False,False,False,False,False,False,False,False
1072,12,A,3,SMU_943c,BsaI,Payload_1,Tag_61,Tag_168,858,24379387.0,SMU.943c,VIMSS295690,1028290.0,N,N,N,Y,0.106,19.00306,2.46671678161931e-21,1.00333,False,False,False,True,False,False,False,False,False,False
1076,12,E,3,SMU_947,BsaI,Payload_2,Tag_151,Tag_154,861,24379390.0,SMU.947,VIMSS295693,1028294.0,N,N,N,?,0.106,24.00306,1.28132731441087e-06,17.82333,False,False,False,True,False,True,False,False,False,False
1088,12,A,5,SMU_957,BsaI,Payload_2,Tag_142,Tag_171,871,24379400.0,SMU.957,VIMSS295703,1028306.0,N,N,N,Y,0.101,7.50306,4.27833398568745e-19,1.00333,False,False,False,True,False,False,False,False,False,False
1089,12,B,5,SMU_958,BsaI,Payload_2,Tag_7,Tag_180,872,24379401.0,SMU.958,VIMSS295704,1028305.0,N,N,N,Y,0.112,6.00333,1.28962190437377e-17,1.00333,False,False,False,False,False,False,False,False,False,False
1090,12,C,5,SMU_959c,BsaI,Payload_1,Tag_147,Tag_158,873,24379402.0,SMU.959c,VIMSS295705,1028303.0,N,N,N,Y,0.124,24.00306,0.0116614500040064,23.75333,False,False,False,True,False,False,False,False,False,False
1091,12,D,5,SMU_960,BsaI,Payload_2,Tag_82,Tag_119,874,24379403.0,SMU.960,VIMSS295706,1028311.0,N,N,N,Y,0.11,24.00306,0.0003381972297399,23.75333,False,False,False,True,False,False,False,False,False,False
